V3,V6,V9,V10,V11,V12,V15,V18,distance_mm,hits,n_recorded,phase
-359.0919220127289,-773.0448665774608,182.5617569167338,95.1704852934771,21.052061327701665,-841.9066444308035,-370.9764406152424,-332.4929012420805,220.46045269576712,15,500,initial
-378.92156807612344,-700.5024354972057,183.5405740717717,85.8583755412224,19.975645803365936,-832.21247177603,-393.1279509194301,-337.4052613390263,204.51793342161798,16,500,initial
-364.41763122819884,-691.721439966315,220.18879872017916,99.13754194847971,21.590451397187152,-850.6733363023149,-486.9424559223221,-203.75447870802077,227.00213958228863,14,500,initial
-332.54978407345016,-632.7818846088784,196.03302636828437,84.08549000994805,20.942000032216754,-878.0144706156715,-375.87151468255297,-338.7249359374912,237.59192218564527,10,500,initial
-423.49348644758606,-772.2631343410101,184.0372387115058,131.15732642404436,82.14728527982749,-847.0550498189097,-437.620904320499,-401.55058925112553,235.5820820263082,11,500,initial
-365.4688696294311,-708.0946747985879,129.47144575913066,59.17359641709622,38.23253956522237,-902.5644122231312,-606.1035030987217,-272.645811953028,220.23840686512156,15,500,initial
-295.1646088326669,-712.6431398518771,127.67336449032676,57.25658586889733,45.39330060523533,-930.3470422020813,-605.4311591934734,-281.546391783525,245.42398312055576,8,500,initial
-475.6561307568272,-519.2370419698764,210.33573214062804,113.65692142764472,0.5376881170355503,-961.0298120028073,-549.3101887277635,-358.29254128004527,220.37572990520394,2,500,initial
-376.75384065942603,-748.7285477828176,182.45225306367539,176.82997395318952,31.94076144511279,-894.0675686128141,-492.96794931115926,-234.45937422956536,249.63719711098662,14,500,initial
-535.2120144002768,-676.0781714967579,135.6884181053181,88.17016330220844,76.95062603674579,-863.4142698118441,-409.3916707922284,-285.61906856910105,197.51782363839834,6,500,initial
-437.05371089281334,-795.4376963583891,255.66400878679113,64.616321183757,92.79062329273583,-827.6612539401717,-360.55830455125215,-330.64381931001094,206.93511082133494,8,500,initial
-363.2443815108031,-625.1849458917063,88.7810524784577,114.47232211232034,22.70745960483406,-900.9495052614778,-212.07687018295405,-414.4750839144456,252.8420108758242,6,500,initial
-243.35976739978378,-724.5724778665784,201.14505480942927,37.86516231831971,50.78388632199068,-840.5514703445064,-283.56974630257366,-196.72509281493876,236.95448799147863,10,500,initial
-498.89198736722915,-775.984720527247,161.28278410971893,141.43670144000433,107.53415634877845,-799.746414212147,-492.28670965148126,-483.62842503038723,218.7915025469294,15,500,initial
-504.3618976834788,-770.3286889168626,227.46531569201503,148.86066492053854,106.83029757078148,-802.1470191015278,-574.6532810113197,-444.023897885952,211.0671972052133,10,500,initial
-561.107575079901,-711.1893945252609,124.38905396777228,183.2891763912334,70.216189334922,-870.7170399470849,-486.1605407470339,-490.04021607392576,224.1142455003644,2,500,initial
-461.11379250580535,-801.3477951994691,147.69973000227859,131.50115409166258,104.02822282068134,-789.1858973211201,-525.3664601940683,-384.411259446402,210.22472977289155,18,500,initial
-446.1148086071655,-813.9918917846431,149.11671301452222,130.2855901962012,102.15148940165163,-800.3354899961047,-655.8729048197647,-378.883407481124,228.8976360881728,12,500,initial
-628.7923512721438,-655.6658201388472,160.41905295956462,152.9894182512041,58.49710419909628,-792.2230977449879,-515.39565131041,-497.02722814601174,173.76399071539583,5,500,initial
-405.4333814320307,-775.2591992198938,115.53596384767195,781.5081197250302,84.38840856504059,-823.1554210242123,-463.7103504782185,-355.310722593895,326.91221636073084,0,500,initial
-534.0907220332244,-746.6662976624457,96.66389658452678,109.78551692418043,40.22912426214918,-850.2028136559293,-618.2255313047104,-276.4155300900509,177.24197160048664,13,500,initial
-478.67244360821553,-828.4790295506812,206.4921521290033,177.72894614996832,112.00493852365767,-785.9771664242737,-415.3233160878956,-406.8410407141605,227.25460853374128,14,500,initial
-562.6505303197691,-701.9894908234722,640.216774037335,66.67581570872248,58.768113079791476,-882.7807799085466,-348.0332424191977,-445.82322890204875,196.82344168724876,7,500,initial
-508.7207646062534,-776.0321344271711,134.6673937645255,130.25064319131403,78.02137852993724,-918.6727963098787,-239.69427235717933,-529.5097656407456,234.3811588300913,6,500,initial
-408.2481789677299,-597.4509947100894,168.12552906348043,97.57322914099171,36.45912688729877,-821.8883488976784,-531.4689576590263,-124.9055966626745,207.06830503359467,9,500,initial
-624.1690376649204,-848.907513831049,189.66867075067665,47.57645416434335,18.797845147128864,-867.3512897458002,-702.9797453362849,-309.33307225883664,125.81402371894004,13,500,initial
-456.41154311370155,-942.163876192346,237.81428598338795,226.37886858217524,98.13126219343354,-773.5307198161604,-275.73290363908154,-251.61089639723082,259.7351341334927,8,500,initial
